Horas_Jogadas,Avaliacao_Usuarios,Jogadores_Online,Popularidade,Genero_Jogo,Preco_Jogo,Avaliacao_Critica,Vendas_Totais
95.56,8.45,36541,32.18,Aventura,94.45,6.76,76897.0
25.44,7.05,7779,70.79,Ação,70.58,6.26,133743.0
86.08,9.74,1115,48.39,Estratégia,55.11,7.3,13117.0
17.71,3.29,1533,27.07,Simulação,16.09,4.23,129588.0
85.51,5.37,10716,37.7,Simulação,37.1,4.43,21426.0
2.31,5.51,4412,30.61,Estratégia,35.66,5.5,135078.0
51.65,3.15,10238,36.56,Aventura,15.25,7.86,37888.0
77.15,6.31,25610,7.43,Estratégia,85.9,4.52,36552.0
93.52,4.99,9326,10.73,Simulação,88.03,8.36,15542.0
90.98,5.02,12161,52.28,Ação,,7.13,62411.0
82.12,4.26,35496,57.19,Aventura,76.76,5.36,107118.0
88.9,1.15,41987,53.33,Estratégia,73.94,7.7,22078.0
20.72,5.7,33109,63.6,Simulação,53.0,5.59,146275.0
29.13,4.02,36418,78.25,Ação,87.16,6.98,101035.0
29.6,1.01,32837,71.52,Simulação,55.91,6.21,7564.0
38.32,3.77,46602,35.62,Aventura,12.68,8.41,116883.0
39.93,3.51,10455,19.3,RPG,62.64,8.15,99523.0
54.89,4.54,35835,26.96,Estratégia,45.14,8.43,60183.0
16.82,2.19,28923,49.36,Ação,56.92,8.78,192483.0
69.41,5.57,1935,71.16,Aventura,49.66,8.04,38540.0
17.58,7.23,32010,58.62,Aventura,54.71,7.39,199723.0
31.71,6.67,2052,45.73,RPG,19.78,4.27,63224.0
50.82,8.23,26394,50.51,RPG,11.32,7.01,184299.0
79.82,5.07,33179,44.53,Estratégia,40.62,3.99,8612.0
74.19,5.67,40886,80.54,Estratégia,32.91,5.11,168176.0
64.89,8.29,23853,67.91,Aventura,32.51,8.08,159470.0
16.42,4.85,12108,65.08,Estratégia,94.33,5.22,15423.0
55.14,7.31,7880,43.65,Estratégia,83.7,7.64,199922.0
9.65,4.91,1794,28.58,RPG,11.21,6.68,64850.0
38.35,4.76,12369,3.22,Aventura,10.79,6.68,19051.0
41.93,7.84,39733,5.17,Simulação,79.92,6.44,5973.0
4.94,2.57,10549,4.1,Simulação,98.63,7.68,137026.0
28.12,4.05,35155,81.25,Ação,51.87,6.49,167319.0
95.58,3.02,29570,10.94,RPG,48.98,6.33,160182.0
95.38,4.23,43333,13.18,Ação,34.83,7.53,109430.0
35.87,3.07,25309,40.95,Aventura,69.99,6.84,55838.0
5.27,6.21,5140,40.73,Simulação,52.45,5.29,184597.0
18.73,8.18,48114,76.34,Simulação,25.08,6.82,41228.0
39.82,8.08,8695,7.61,Simulação,53.32,5.07,67021.0
94.8,4.28,12396,79.37,Ação,43.88,6.96,120214.0
14.97,9.9,24878,19.21,Estratégia,90.07,8.74,97703.0
76.57,6.34,40097,80.42,Ação,79.44,5.59,33270.0
11.76,4.59,4355,45.6,Simulação,73.11,8.19,193266.0
98.12,8.52,47134,54.58,RPG,39.45,7.86,117429.0
38.77,7.57,16207,27.28,RPG,22.57,4.72,181875.0
77.72,7.74,5630,51.32,Ação,87.81,7.11,17540.0
34.91,2.77,30992,59.36,Ação,40.85,8.67,41405.0
63.12,5.21,39097,2.48,Aventura,63.36,6.09,39326.0
20.0,8.76,28625,4.42,Ação,63.17,6.03,107284.0
15.45,5.54,48051,81.74,Ação,93.52,5.74,112452.0
93.84,7.15,22435,38.79,Simulação,25.46,7.32,116791.0
91.82,6.29,11060,77.63,Estratégia,79.44,4.59,70795.0
88.83,8.58,27526,60.91,Simulação,51.63,5.21,73317.0
62.9,3.56,13095,31.93,Estratégia,25.73,5.69,109702.0
80.99,6.18,17686,13.89,Simulação,85.2,4.19,1535.0
7.83,2.11,29700,81.07,Simulação,83.81,4.54,74526.0
34.13,7.21,49757,49.1,Aventura,13.63,5.65,75893.0
32.05,7.59,19986,17.26,Estratégia,73.85,6.46,76343.0
63.91,1.39,15909,56.99,Simulação,23.82,8.82,-274.0
36.23,7.08,13923,9.11,Simulação,64.93,8.48,43022.0
15.7,4.73,21404,72.12,Estratégia,67.94,7.62,18937.0
60.03,2.12,47796,8.96,Aventura,69.87,10.0,119505.0
81.6,4.78,4084,20.82,Estratégia,20.82,6.86,737.0
38.82,2.75,8076,9.06,Aventura,63.85,8.14,71214.0
14.09,4.74,30332,10.07,Aventura,19.0,6.35,153508.0
20.47,4.46,18625,44.18,RPG,77.09,7.9,33757.0
24.5,7.65,44330,57.42,Aventura,15.75,6.02,176960.0
30.68,7.97,1461,65.66,RPG,78.2,4.22,153500.0
64.62,6.46,3803,58.08,Ação,89.51,6.55,131355.0
60.48,1.2,29833,31.16,Aventura,36.87,8.86,70048.0
69.89,9.38,17849,46.89,Estratégia,80.04,4.37,117562.0
36.88,7.18,1999,76.97,RPG,47.58,5.47,-3416.0
82.55,1.31,23027,33.11,Ação,81.79,7.31,120923.0
21.2,8.37,33381,22.14,Ação,71.76,7.81,152753.0
47.42,2.8,7386,43.81,Aventura,36.03,8.35,66089.0
80.27,6.21,14225,25.78,Estratégia,27.44,8.45,72959.0
18.83,5.2,49069,22.9,Aventura,92.32,6.95,139356.0
11.87,4.78,12200,64.88,Simulação,85.5,5.14,121175.0
88.46,9.01,35448,73.98,Ação,69.39,8.38,84226.0
34.94,4.94,34634,42.43,Simulação,41.45,5.7,168622.0
68.68,1.68,10384,64.96,Simulação,55.94,5.55,44178.0
3.51,9.52,25122,16.83,RPG,60.21,9.31,144955.0
69.29,9.28,36467,46.11,Simulação,,6.49,32437.0
32.28,7.16,27952,53.3,Ação,97.49,7.33,166732.0
6.52,5.21,45877,41.48,Ação,18.27,8.32,113778.0
61.35,1.84,30970,11.13,Estratégia,74.95,7.1,10798.0
24.83,8.12,3928,61.25,Aventura,54.35,7.1,116294.0
39.28,1.68,16737,69.77,Estratégia,78.38,9.3,98490.0
8.98,1.62,15225,53.22,Estratégia,33.49,5.55,17219.0
15.56,5.84,41312,15.38,Aventura,45.56,7.18,141766.0
30.49,2.44,38199,7.69,Ação,57.29,7.53,59558.0
9.88,1.07,16364,26.13,RPG,20.87,3.78,186885.0
91.14,4.81,47701,4.64,Simulação,86.66,5.92,116826.0
1.6,2.23,40988,69.78,RPG,99.23,5.11,152.0
48.89,2.44,24411,58.73,Simulação,47.58,8.27,170388.0
13.2,1.69,3399,47.41,Aventura,43.92,7.1,120106.0
31.45,2.85,15453,73.88,Aventura,63.47,6.72,105183.0
92.65,7.44,6816,10.58,Estratégia,71.98,6.63,14890.0
17.0,8.28,23890,59.65,Aventura,88.16,8.58,195241.0
96.59,5.07,8524,13.55,Simulação,43.56,6.79,194442.0
21.37,5.56,23171,6.59,RPG,78.83,7.4,73147.0
74.39,1.29,21384,12.43,RPG,31.61,5.77,112709.0
55.1,1.62,16590,78.86,RPG,71.24,8.25,196276.0
88.54,3.32,46129,37.4,RPG,,8.49,162093.0
55.83,5.9,16764,5.62,Estratégia,69.55,4.58,130304.0
53.91,7.66,16579,49.03,RPG,44.19,6.2,-3463.0
20.34,6.45,21933,17.86,Simulação,36.49,5.52,24865.0
17.45,4.53,10972,2.2,Estratégia,53.74,7.25,47748.0
91.7,2.06,40280,63.22,Estratégia,90.55,7.15,195061.0
33.45,8.03,21047,14.21,Estratégia,70.73,7.86,115506.0
37.82,4.27,48775,78.17,Aventura,65.05,5.96,-3544.0
76.2,7.62,16921,49.78,Estratégia,74.78,6.83,30987.0
34.53,5.62,45331,8.7,Simulação,75.62,6.35,80945.0
95.23,7.65,28673,19.33,RPG,36.53,4.93,184683.0
74.03,9.17,11351,51.24,Aventura,30.95,5.28,36066.0
60.13,9.29,7060,29.09,RPG,55.82,4.11,45836.0
88.18,5.82,45323,44.85,Ação,23.31,8.8,121444.0
5.91,5.6,4517,66.56,Aventura,52.73,5.13,102289.0
26.44,3.39,4332,66.0,Simulação,72.37,6.39,86280.0
47.02,9.42,35444,58.32,Aventura,10.68,9.21,16633.0
23.46,5.12,44827,73.59,Estratégia,20.01,6.16,173722.0
74.62,2.15,18747,17.83,Aventura,96.58,8.21,127151.0
91.97,4.89,9980,16.03,Estratégia,93.51,6.34,-522.0
42.94,2.14,17941,66.55,RPG,47.61,7.37,-1189.0
34.86,5.52,16266,27.7,Aventura,63.1,6.56,68642.0
96.16,6.05,27617,43.23,Aventura,23.98,5.14,184307.0
45.03,4.04,33167,62.05,Simulação,39.79,9.72,37623.0
49.4,1.64,48364,33.79,Ação,81.36,8.4,171582.0
35.8,9.49,43724,12.21,Aventura,87.03,6.63,55168.0
91.02,7.96,35882,56.81,RPG,46.48,5.59,100025.0
57.31,8.55,19596,67.99,Estratégia,38.0,5.69,12447.0
76.43,4.3,16525,2.68,RPG,71.35,6.49,19347.0
81.34,7.85,2703,47.32,Simulação,74.61,5.55,132387.0
34.83,5.37,33760,39.76,Aventura,98.53,6.92,109442.0
43.92,2.81,36482,22.72,Ação,72.76,8.8,184698.0
84.97,2.12,27985,14.72,Ação,31.62,6.18,60613.0
36.95,4.11,36086,16.91,Aventura,15.41,8.91,138566.0
79.58,2.24,48429,60.51,Ação,33.19,5.35,-2512.0
94.13,9.98,40239,45.18,RPG,30.4,8.46,2266.0
62.68,1.44,35380,81.31,Estratégia,18.36,8.58,914733.0
74.4,4.97,21738,21.39,Aventura,50.0,8.5,-5202.0
80.68,5.07,7345,79.34,Estratégia,35.94,7.6,-375.0
84.63,3.71,16799,43.47,Ação,200.61,6.85,118649.0
40.1,6.14,43089,13.5,Simulação,46.35,8.31,-1872.0
6.07,2.35,22877,13.67,Estratégia,88.89,7.18,179424.0
40.77,8.06,42866,51.06,Simulação,37.61,7.12,51864.0
67.68,3.99,42125,69.15,RPG,84.83,5.55,186107.0
45.57,6.32,10330,62.35,Simulação,50.91,5.6,14904.0
75.12,7.44,38480,54.88,Estratégia,12.92,7.69,102927.0
36.33,9.0,3027,15.62,Estratégia,53.83,6.44,181895.0
63.82,8.52,1107,10.44,Aventura,30.41,8.03,91626.0
19.45,6.47,30372,1.66,Simulação,37.67,8.35,173677.0
75.17,4.5,21845,9.91,RPG,71.59,4.98,384.0
55.01,5.53,20478,63.87,Aventura,57.65,5.91,94941.0
21.2,7.92,43983,74.33,Aventura,89.97,5.81,145969.0
29.89,8.9,43114,21.16,RPG,94.23,9.18,181943.0
75.09,1.93,49612,66.19,Aventura,72.18,6.76,-389.0
48.76,4.46,1700,17.79,RPG,87.71,7.47,41241.0
22.38,7.99,29445,21.88,Ação,27.56,5.81,71535.0
96.73,4.88,45232,19.84,Aventura,17.14,7.04,98409.0
71.78,3.99,42708,5.84,Estratégia,39.97,6.13,2195.0
95.73,4.7,39841,17.4,Ação,39.32,4.33,135668.0
43.27,6.43,23125,31.97,Aventura,69.86,6.09,27487.0
48.02,10.0,42922,34.56,RPG,85.63,7.3,103228.0
89.87,5.44,20877,26.77,Ação,36.72,10.0,84583.0
52.96,2.88,4299,43.44,Ação,48.23,5.07,33045.0
71.0,2.47,1210,32.33,Estratégia,19.45,6.81,2538.0
25.96,1.38,20702,80.43,Aventura,47.15,7.33,193478.0
45.21,6.03,22793,67.2,Aventura,29.3,8.17,143577.0
13.22,5.9,8235,77.24,RPG,44.42,6.42,130407.0
21.39,2.85,2893,46.9,Ação,33.98,6.13,89464.0
1.09,7.26,48596,56.72,Estratégia,82.78,8.05,52842.0
4.89,7.67,37276,15.17,RPG,10.38,8.0,75460.0
97.72,3.33,3041,62.77,RPG,40.49,8.24,87016.0
24.99,4.1,20675,20.8,Estratégia,97.22,7.95,117473.0
66.65,9.91,43414,13.48,Aventura,71.11,4.65,78496.0
84.05,4.37,40415,5.04,Estratégia,79.49,8.04,103636.0
55.5,7.85,29438,39.99,Aventura,87.38,7.18,44307.0
16.16,5.07,35387,24.93,Simulação,42.57,3.7,124723.0
73.06,8.14,9188,81.76,Ação,15.94,7.84,19099.0
60.41,7.92,1436,21.93,Estratégia,46.96,6.32,74867.0
73.37,7.01,11521,72.0,RPG,68.74,8.45,167793.0
77.18,8.69,19032,27.33,Aventura,43.37,6.62,110921.0
97.54,9.45,12357,62.47,Ação,,7.8,57537.0
57.77,6.22,15330,55.22,Ação,84.29,7.67,146872.0
34.81,3.14,6260,47.26,Estratégia,13.27,5.4,116828.0
65.18,4.59,46724,35.49,RPG,40.13,8.9,104757.0
7.77,7.82,8192,56.13,Estratégia,53.96,5.77,165097.0
89.82,6.86,23481,34.71,RPG,36.93,5.62,146468.0
12.82,2.6,21829,46.15,Simulação,,8.43,68977.0
33.45,1.46,49366,49.53,Estratégia,46.16,7.22,156728.0
81.73,7.15,46240,23.35,Aventura,93.14,10.0,193040.0
60.12,3.26,11749,29.23,Estratégia,54.38,5.32,6344.0
39.96,5.5,31919,3.11,Estratégia,52.87,7.94,133271.0
47.86,7.72,31379,70.84,Simulação,32.91,7.61,42891.0
85.57,6.06,45958,63.03,Simulação,14.18,8.81,127353.0
34.65,1.75,41483,16.54,Estratégia,36.96,9.09,93796.0
87.07,2.67,34150,31.04,RPG,12.46,8.05,59715.0
9.72,2.97,42786,35.83,Simulação,84.4,7.73,149876.0
77.88,3.32,24559,28.79,Simulação,28.39,6.96,113819.0
84.88,6.09,45337,66.46,RPG,92.0,7.0,183182.0
18.99,5.54,35407,60.54,Ação,89.72,8.27,132265.0
43.59,2.83,13481,63.93,Simulação,69.82,7.82,1786.0
17.38,1.61,24929,75.06,Simulação,87.62,7.81,96794.0
70.93,2.54,34294,49.97,RPG,89.0,6.86,159021.0
53.98,9.86,20493,51.54,RPG,79.87,4.96,121006.0
63.88,5.22,2095,60.26,Estratégia,55.71,6.04,181940.0
20.45,8.81,32010,56.96,Estratégia,95.5,6.14,107015.0
21.96,8.64,1106,72.27,Ação,,7.31,42975.0
5.11,5.6,19125,64.18,Ação,21.44,8.57,146587.0
32.88,7.36,27938,11.42,Ação,47.79,6.85,192535.0
56.4,2.73,19062,77.02,Aventura,58.57,5.69,31011.0
85.91,7.2,25290,57.11,RPG,57.65,4.34,19261.0
67.01,3.45,44316,11.96,Simulação,44.16,6.32,198937.0
44.09,8.49,25413,64.32,RPG,,5.54,84587.0
95.33,1.75,38686,30.74,RPG,18.38,8.17,50174.0
72.18,7.96,46093,67.09,Ação,68.97,7.97,83822.0
93.06,1.9,14338,79.22,RPG,,5.83,34146.0
53.22,8.93,38926,22.37,Aventura,80.88,7.46,40531.0
26.62,3.74,12628,71.26,Simulação,72.4,7.1,111346.0
6.23,6.89,4503,64.45,Ação,20.16,5.47,82835.0
72.86,5.39,17852,56.14,Estratégia,41.57,7.52,130025.0
13.01,4.3,36714,32.9,Simulação,76.26,7.07,42181.0
30.97,6.81,21680,10.56,Estratégia,40.32,8.17,12251.0
53.7,9.53,16907,40.93,Estratégia,61.02,6.82,178379.0
56.86,1.37,2593,10.22,RPG,96.51,9.07,-2446.0
60.44,9.27,14524,42.25,Simulação,17.2,6.12,117452.0
17.45,6.48,17155,68.25,Aventura,27.13,4.93,12778.0
38.58,8.27,37842,82.65,RPG,53.26,7.27,135954.0
62.08,4.45,4574,17.72,Estratégia,76.45,8.72,87848.0
96.98,5.25,39748,18.52,Simulação,39.71,5.34,23942.0
73.01,8.82,34063,67.48,RPG,20.58,6.59,116634.0
92.31,4.73,26499,39.73,Simulação,38.42,7.82,66705.0
76.44,5.81,23244,76.0,Ação,,3.73,164478.0
59.56,1.18,2340,64.08,Aventura,81.32,10.0,8517.0
20.0,2.43,17153,61.44,Aventura,97.92,7.36,110899.0
66.98,6.78,27992,9.92,Aventura,78.52,6.35,35537.0
62.7,7.45,16382,4.55,Estratégia,54.3,8.2,164160.0
60.63,6.24,32037,27.36,Estratégia,36.34,7.02,60182.0
49.47,2.29,46815,19.28,Aventura,93.47,6.21,-4053.0
53.32,5.01,27119,59.48,Simulação,58.08,8.1,74851.0
34.1,4.2,3500,38.24,Ação,71.99,7.51,101550.0
52.4,5.46,48883,44.12,Estratégia,52.52,4.15,139635.0
20.55,8.83,26485,67.72,RPG,31.79,6.44,185040.0
80.69,7.98,6730,40.49,RPG,59.22,6.17,113347.0
19.39,1.76,19879,45.89,Estratégia,85.58,6.45,26274.0
9.41,9.01,27705,70.04,Aventura,44.5,7.43,7480.0
44.18,5.25,4090,36.66,Simulação,70.18,3.72,79228.0
66.15,7.69,40051,8.39,Ação,13.82,8.37,73136.0
44.32,2.26,24181,44.0,RPG,94.28,6.16,194065.0
28.39,7.04,48956,48.68,Estratégia,97.28,8.08,146773.0
56.24,3.13,23013,43.2,Simulação,44.77,6.14,173118.0
35.34,4.95,13841,22.59,Aventura,54.85,6.5,147773.0
93.33,1.15,24627,19.8,Ação,24.46,9.71,4638.0
92.31,2.36,19483,31.66,Ação,27.66,5.45,54041.0
50.72,1.83,32755,15.14,RPG,64.18,6.2,-3912.0
33.45,3.16,20560,55.72,RPG,66.43,6.0,173243.0
73.95,1.9,17773,51.55,Estratégia,40.75,9.31,29696.0
4.63,7.23,32106,52.99,Ação,43.67,5.03,89570.0
47.99,1.26,34068,19.89,Aventura,55.56,8.23,48073.0
34.29,6.56,45422,21.66,Aventura,94.57,4.59,29993.0
92.11,2.27,5063,65.58,Estratégia,23.48,5.1,107803.0
2.19,9.51,34243,57.68,Ação,59.64,5.8,147368.0
55.71,9.4,17163,72.7,RPG,15.25,6.47,83627.0
74.3,3.03,6059,34.4,Aventura,51.25,8.46,173720.0
49.0,6.53,46849,46.08,Simulação,45.75,6.61,78772.0
9.45,1.25,45175,61.63,Estratégia,24.78,7.71,40385.0
97.24,9.39,49938,80.74,Aventura,24.77,6.0,57184.0
52.27,5.71,6291,82.0,Simulação,50.51,7.05,164191.0
61.79,1.39,42410,82.77,Simulação,21.4,8.47,151760.0
24.42,4.08,3223,73.95,Aventura,36.53,7.88,26903.0
48.85,1.69,43944,53.58,Estratégia,16.42,7.78,84344.0
43.47,4.54,22637,2.21,Simulação,36.76,4.25,31233.0
8.41,7.03,20028,58.44,Simulação,58.03,6.06,176184.0
11.51,5.23,8077,21.01,Ação,76.94,7.15,188247.0
83.88,4.45,23380,6.28,Ação,84.73,6.65,174391.0
24.73,2.07,36086,58.25,Ação,40.41,6.19,115653.0
20.3,3.2,14683,63.03,Simulação,94.48,5.7,103201.0
50.97,1.9,48723,55.19,Simulação,31.66,8.4,-1089.0
77.08,8.27,32586,31.29,Estratégia,17.26,7.45,13431.0
7.13,2.22,32247,43.13,RPG,93.24,8.24,6231.0
58.09,6.36,5985,77.56,Ação,58.58,10.0,106080.0
12.8,4.08,33251,60.88,RPG,,4.24,95327.0
4.61,3.03,32393,42.62,Ação,90.82,7.34,39801.0
6.22,6.76,31899,49.83,Ação,,6.62,80330.0
83.56,5.11,41604,76.97,Estratégia,84.91,8.68,81934.0
12.68,4.6,21004,33.62,Estratégia,36.32,8.41,184313.0
5.47,6.34,11500,9.91,Aventura,88.61,6.75,7284.0
44.34,5.42,4208,28.1,Ação,68.48,7.16,31325.0
84.53,3.73,49590,35.35,Ação,76.42,8.45,183161.0
26.97,6.03,43474,23.8,Ação,38.12,8.01,60195.0
42.74,7.03,13932,44.59,Estratégia,32.06,9.63,134677.0
4.95,1.24,11322,26.39,Ação,46.74,7.35,13518.0
45.45,5.19,29016,10.02,Aventura,61.77,6.48,65628.0
58.17,1.52,38948,16.91,Simulação,69.94,5.69,37080.0
57.5,2.68,32819,76.19,Aventura,54.82,7.26,104178.0
33.9,6.04,39128,52.76,Simulação,72.89,5.6,18347.0
32.23,8.8,27754,27.16,Estratégia,73.75,7.13,-197.0
11.55,8.95,5509,31.43,RPG,69.94,9.49,72648.0
37.3,1.63,24927,41.7,Estratégia,32.6,8.38,108987.0
10.85,4.77,37278,56.3,RPG,50.17,4.96,64008.0
76.87,6.25,24691,48.91,Simulação,78.91,4.29,63529.0
96.63,2.32,46672,77.38,RPG,89.82,4.47,149968.0
97.01,7.89,16240,52.45,Simulação,55.11,6.09,134514.0
86.62,7.7,25809,75.6,RPG,98.8,6.48,-3432.0
60.46,9.13,40524,2.08,Simulação,25.73,8.59,169541.0
70.36,1.08,9923,73.95,RPG,,8.14,56349.0
29.23,2.95,12206,60.22,Simulação,51.47,7.79,79839.0
63.43,8.44,39286,15.62,Aventura,55.79,6.08,70691.0
46.1,7.04,39569,23.0,Ação,48.2,6.14,5558.0
48.71,9.05,36699,45.72,Aventura,48.74,5.98,132883.0
76.0,1.51,47655,11.78,Estratégia,53.85,9.01,48604.0
28.9,6.37,25895,65.41,RPG,38.82,6.05,5885.0
32.48,6.12,2532,65.88,Simulação,21.79,4.81,51171.0
92.51,1.32,32243,26.08,Aventura,96.04,6.71,155463.0
6.56,5.62,25299,7.31,Aventura,81.54,9.23,142995.0
49.06,6.49,10304,81.93,Simulação,83.33,6.86,165543.0
91.34,2.72,49908,22.0,RPG,42.85,6.87,87981.0
61.41,3.46,1717,7.13,Estratégia,46.35,5.02,185919.0
55.08,6.76,10535,28.43,Estratégia,94.22,7.75,94104.0
25.72,5.21,41297,80.32,Estratégia,97.55,8.41,25273.0
34.97,8.72,8225,66.03,Simulação,94.83,6.7,197632.0
85.33,4.08,14423,40.64,Aventura,67.83,8.05,59137.0
56.35,3.4,28698,26.43,Estratégia,31.85,2.58,44986.0
51.94,9.86,15068,36.01,Aventura,64.45,9.3,173168.0
10.86,9.2,45049,3.05,Estratégia,63.02,7.12,131231.0
2.59,1.26,22578,59.97,Estratégia,91.73,5.95,160621.0
96.38,7.94,17587,9.73,RPG,38.05,6.37,34659.0
38.31,1.99,3142,43.79,Simulação,28.07,10.0,9148.0
60.7,1.25,43018,47.59,RPG,33.93,7.28,199898.0
8.89,3.46,37441,1.78,Aventura,31.89,7.51,128566.0
68.61,3.42,42380,81.21,Aventura,68.35,7.03,157137.0
93.3,8.37,8372,26.17,Simulação,83.11,6.16,3608.0
57.97,7.4,30518,7.91,Estratégia,43.13,4.83,133839.0
13.48,9.83,13024,71.02,Simulação,25.88,8.06,150259.0
58.57,7.4,19330,13.98,Estratégia,40.88,6.45,192302.0
76.85,4.76,3931,3.67,Ação,59.19,6.82,4442.0
41.22,7.29,44729,41.81,Ação,69.8,8.52,6501.0
88.08,10.0,4385,12.19,Simulação,59.48,8.06,164792.0
65.2,7.39,28434,81.41,Ação,33.11,6.32,81864.0
90.0,7.86,12113,2.49,Ação,92.61,7.7,180087.0
62.71,9.45,49340,5.8,Aventura,49.4,8.04,20229.0
13.99,2.02,40780,69.3,Estratégia,51.31,5.88,152462.0
31.65,7.34,32901,21.11,Ação,97.06,6.35,110669.0
20.97,8.66,24163,75.66,RPG,88.15,7.41,121256.0
90.95,9.59,9825,26.9,Aventura,82.56,8.07,179117.0
76.26,2.9,28434,7.31,Estratégia,26.45,7.55,82483.0
67.94,5.54,34091,2.5,Aventura,85.42,7.54,92417.0
30.79,7.12,22055,24.58,RPG,50.98,6.34,147085.0
19.21,3.23,18449,40.11,Estratégia,28.85,5.63,140719.0
75.87,6.4,25307,1.72,Simulação,99.17,7.69,118994.0
47.93,3.32,4113,48.83,Simulação,25.49,5.96,161023.0
23.35,4.0,28495,28.73,Aventura,92.97,6.29,156534.0
62.03,4.97,11987,33.32,Simulação,10.06,4.31,58696.0
4.99,5.76,4088,22.87,Estratégia,49.41,6.1,191827.0
33.28,5.04,47205,44.6,RPG,12.7,6.35,56453.0
47.37,5.44,45932,20.33,RPG,92.11,5.53,9481.0
15.64,3.69,24466,12.59,Simulação,21.34,5.65,1891.0
98.45,2.43,42920,73.96,Ação,70.58,7.09,103310.0
21.69,1.43,37913,33.35,Ação,66.81,7.74,53076.0
13.9,2.76,7334,7.89,Ação,80.11,7.77,125487.0
21.14,6.24,40217,20.34,Simulação,77.21,7.88,181117.0
77.11,8.08,43544,26.81,Simulação,12.93,8.43,114853.0
43.11,2.52,41633,64.14,Simulação,44.96,8.78,63734.0
56.96,1.98,4178,3.45,Estratégia,39.03,6.72,9278.0
3.08,7.74,3418,40.47,Ação,97.55,6.29,175976.0
4.41,3.75,41438,34.74,Aventura,79.73,8.06,40912.0
45.12,9.56,9653,80.27,Estratégia,,4.86,158032.0
81.82,7.43,11488,16.26,Estratégia,49.8,6.83,-3413.0
88.61,3.94,19697,52.62,Simulação,90.18,5.72,167619.0
9.58,3.61,2231,18.06,Simulação,11.52,5.8,197158.0
54.28,5.71,2532,46.17,Estratégia,30.56,6.18,-593.0
91.38,1.71,46587,46.71,Simulação,72.55,7.99,102088.0
39.4,2.06,43349,7.76,Ação,55.75,10.0,85859.0
83.1,2.58,36567,38.7,Estratégia,58.04,8.09,38224.0
14.23,7.97,2365,39.09,Estratégia,,4.25,176635.0
93.58,5.62,38272,27.55,Estratégia,24.99,6.64,12195.0
75.37,1.1,17838,24.15,Simulação,24.97,6.02,80268.0
94.16,7.06,21290,19.85,Estratégia,36.51,5.46,70867.0
67.96,4.81,23382,2.12,Aventura,52.15,6.7,76341.0
36.97,5.6,46871,1.79,Aventura,84.16,5.9,165491.0
93.85,2.93,21305,49.53,Ação,50.22,5.78,76320.0
28.27,5.97,44974,25.31,Estratégia,90.79,7.96,156886.0
33.88,9.81,8319,15.27,Estratégia,20.85,7.23,1481.0
70.36,1.66,4266,57.24,Simulação,34.46,9.33,70880.0
76.74,3.56,19317,44.59,RPG,16.36,5.17,39499.0
92.98,3.19,38012,75.93,RPG,55.9,4.84,187246.0
21.27,3.24,13695,69.12,Estratégia,18.11,6.49,173238.0
79.98,4.41,17568,60.65,Ação,81.61,6.24,149263.0
74.09,8.36,25813,11.92,Aventura,13.59,7.91,87745.0
7.31,9.22,34407,55.73,Estratégia,52.79,7.57,117380.0
39.32,2.82,20858,57.99,Estratégia,47.86,7.82,192633.0
28.99,5.89,28368,63.62,Ação,28.21,4.69,80526.0
31.14,6.73,47972,23.01,Ação,62.82,6.58,161822.0
98.28,5.7,36140,53.63,RPG,44.75,4.19,-5798.0
64.62,4.91,43246,51.84,Estratégia,27.82,8.51,168245.0
72.03,2.73,43685,32.93,Estratégia,84.38,5.74,185491.0
97.66,5.39,11640,55.52,Simulação,,6.92,82276.0
38.33,4.61,21818,8.68,Aventura,11.1,4.8,198984.0
80.36,8.16,21600,53.89,Simulação,55.17,5.77,35401.0
44.01,7.87,43543,50.85,Simulação,34.42,6.51,190215.0
87.06,2.21,11654,18.74,Aventura,92.35,6.8,104430.0
18.88,1.8,17965,68.08,Estratégia,75.3,7.09,176685.0
94.79,9.17,49513,72.64,RPG,65.04,7.99,50956.0
22.65,5.82,33225,18.73,Aventura,18.02,8.48,27539.0
33.29,8.72,32026,7.81,Ação,93.75,7.93,123447.0
75.84,1.52,4943,50.65,Estratégia,22.99,7.13,92799.0
39.97,5.74,9389,40.61,Aventura,50.57,6.04,-3062.0
61.19,5.85,9526,36.36,Aventura,71.29,6.56,6732.0
45.0,8.75,36861,63.43,Aventura,54.53,6.9,38986.0
74.47,1.88,38488,80.38,RPG,89.41,7.46,1160.0
23.6,3.16,42619,40.43,Simulação,85.17,5.72,199009.0
6.79,4.66,26281,2.14,Simulação,22.19,6.76,170691.0
30.68,8.79,27027,50.06,Aventura,65.58,8.23,-3185.0
47.94,9.45,18638,54.74,Aventura,14.71,8.37,140240.0
17.63,9.93,42485,68.88,Simulação,74.85,6.35,183084.0
36.11,9.63,44226,17.83,RPG,76.24,6.15,140205.0
40.59,1.05,14279,44.22,Estratégia,41.01,7.13,125226.0
6.68,1.43,49720,37.95,Simulação,,6.86,119889.0
58.73,2.33,36192,55.59,Aventura,68.74,4.31,127895.0
88.52,4.14,41997,6.83,RPG,55.36,9.49,2768.0
16.02,8.47,42737,73.42,RPG,50.98,5.98,126246.0
60.17,9.03,8541,43.15,Aventura,19.83,6.27,37326.0
66.79,2.68,33855,72.86,Ação,57.8,5.13,46643.0
